,Entity Name,Latitude,Longitude
1423,10TH AVENUE DELI AND GROCERY CORP,40.760469,-73.994873
1424,HENG EN GROCERY INC              ,40.711481,-73.995637
1425,HENG LI GROCERY STORE INC        ,40.717087,-73.990355
1426,HENRIQUEZ MIGUEL                 ,40.818921,-73.952226
1427,HENRY ST SUPERIOR DELI CORP      ,40.713942,-73.983696
1428,HG FOOD MARKET INC               ,40.84386,-73.939052
1429,471 6TH AVE FOOD CORP            ,40.73563,-73.998096
1430,HIBISCUS 2 INC                   ,40.714494,-73.991173
1431,HIGH END DELI CORP               ,40.740202,-74.003578
1432,HIGHLINE DELI CORP               ,40.751553,-74.001372
1433,HIGHLINE DELI II CORP            ,40.715323,-73.99329
1434,HIGH VIBE HEALTH AND HEALING INC ,40.723725,-73.985455
1435,HILLSIDE GREETINGS CARDS INS     ,40.858856,-73.931518
1436,LWIN FAMILY CO LLC               ,40.732955,-73.993603
1437,LWIN FAMILY CO                   ,40.770129,-73.987846
1438,LWIN FAMILY CO LLC               ,40.805909,-73.961723
1439,HJ FRUIT&VEGETABLE INC           ,40.710341,-73.996504
1440,HANA MART COLUMBIA CORP          ,40.803895,-73.966782
1441,H O FRIENDS CORP                 ,40.798356,-73.963518
1442,MAXWELL RESTAURANT GROUP INC     ,40.765159,-73.987713
1443,HOLK MARKET INC                  ,40.782004,-73.951651
1444,HOLLYLAND MARKET INC             ,40.726961,-73.983802
1445,HOMADI FOOD CORP                 ,40.795762,-73.934837
1446,HONEST CHOPS LLC                 ,40.728779,-73.986269
1447,FIRST AVE LEES MARKET INC        ,40.781296,-73.946136
1448,HONG KONG SPRMKT - HESTER ST CORP,40.717506,-73.996089
1449,HONG LI MEAT MARKET INC          ,40.718286,-73.99686
1450,HONG YIK FOOD MARKET INC         ,40.718726,-73.996613
1451,HOSAM DELI GROCERY CORP          ,40.828999,-73.937423
1452,HASSAN MUBARAK A                 ,40.79861,-73.967056
1453,HOT BREAD KITCHEN LTD            ,40.797763,-73.944561
1454,ROCS CHOCS LLC                   ,40.796807,-73.945259
1455,MANAV CONVENIENCE AND DELI INC   ,40.752292,-73.974015
1456,HOUSE OF HEALTH INC              ,40.770837,-73.961895
1457,AKSHAR61 INC                     ,40.725107,-73.987125
1458,H&S GROCERY INC                  ,40.856958,-73.932512
1459,H & S MINI DELI CORP             ,40.844497,-73.933542
1461,HUDSON GROUP (HG) RETAIL LLC     ,40.756177,-73.990558
1462,HUDSON GROUP (HG) RETAIL LLC     ,40.756177,-73.990558
1463,HUDSON GROUP (HG) RETAIL LLC     ,40.756177,-73.990558
1464,HUDSON GROUP (HG) RETAIL LLC     ,40.756177,-73.990558
1465,HUDSON GROUP (HG) RETAIL LLC     ,40.756177,-73.990558
1466,HUDSON GROUP (HG) RETAIL LLC     ,40.756177,-73.990558
1467,HUDSON GROUP (HG) RETAIL LLC     ,40.756177,-73.990558
1468,HUDSON GROUP (HG) RETAIL LLC     ,40.756177,-73.990558
1469,HUDSON GROUP (HG) RETAIL LLC     ,40.756177,-73.990558
1470,HUDSON & CHARLES INC             ,40.733944,-74.006246
1471,HUDSON & CHARLES UWS INC         ,40.788361,-73.974524
1472,HUDSON FOOD MARKET CORP          ,40.753029,-74.003976
1473,111 HUDSON MARKET INC            ,40.71966,-74.008641
1474,HUDSON MARKET 303 LLC            ,40.750595,-74.002082
1475,MERIT FRUITS & VEGGIES CORP      ,40.764022,-73.988538
1477,ALBANY PRODUCE INC               ,40.710161,-74.016759
1478,HUI LONG GROCERY 99 CENTS INC    ,40.756638,-73.99392
1479,HUKAH CANDY SHOP CORP            ,40.828688,-73.937646
1480,HUMADI DELI CORP                 ,40.809538,-73.944108
1481,ORIGINAL MOSHE BAKE SHOP INC     ,40.727838,-73.98821
1482,HUNG KEE FOOD MARKET INC         ,40.717467,-73.999183
1484,ICHIBAN CANDY INC                ,40.715011,-73.998845
1485,SHRINATHJIKRUPA LLC              ,40.722608,-73.996968
1486,SHRI MAHAVALLABH CORP            ,40.758844,-73.988615
1487,JBSR ASSOCIATES LLC              ,40.754966,-73.965356
1488,POST FOOD CORP                   ,40.750307,-73.998534
1489,IJ CONVENIENCE STORE INC         ,40.787546,-73.975115
1490,I&M NEWSSTAND INC                ,40.779417,-73.955384
1491,IN GOD WE BELIEVE GROCERY CORP   ,40.813776,-73.95598
1492,IN & OUT DELI GROCERY INC        ,40.794327,-73.939744
1493,IN & OUT TOBACCO DELI CORP       ,40.752427,-73.985849
1494,CLEAN FOOD SERVICES INC          ,40.738531,-74.001799
1495,FASK CORP                        ,40.757296,-73.99344
1496,INWOOD BAGELS INC                ,40.868183,-73.92153
1497,SEA TOWN MARQUETA LLC            ,40.86215,-73.920625
1498,INWOOD PARK GROCERY CORP         ,40.868254,-73.921576
1499,PARK IRMAT DRUG CORP             ,40.746073,-73.982198
1500,FC CANDY K LLC                   ,40.710817,-74.009111
1501,ITS SUGAR LLC                    ,40.779292,-73.953635
1502,ITSUGAR LLC                      ,40.770097,-73.982008
1503,J2 GAO INC                       ,40.711577,-73.994509
1504,JAAR NATURAL HEALTH PRODUCTS INC ,40.848042,-73.93285
1505,ACQUAYE JACQUELINE               ,40.797763,-73.944561
1506,40TH STREET 99 CENT CORP         ,40.751779,-73.980802
1507,JACKS 40 WEST NYC CORP           ,40.755014,-73.988539
1508,32ND STREET 99 & CORP            ,40.748793,-73.989399
1509,JACOB GOURMET FOOD INC           ,40.830262,-73.947784
1510,MEME TOBACCO CORP                ,40.718556,-73.982349
1511,JACQUES TORRES ADVENTURES LLC    ,40.727715,-74.007237
1512,JACQUES TORRES RETAIL LLC        ,40.779392,-73.981044
1513,JACQUES TORRES STORE LLC         ,40.761313,-73.970056
1514,JACQUES TORRES STORES LLC        ,40.723027,-74.005256
1515,JACQUES TORRES STORES LLC        ,40.767936,-73.961902
1516,MOODY S KAVITA                   ,40.807226,-73.949497
1518,JAI SHERAWALI INC                ,40.753025,-73.987275
1519,LOHO GROCERY CORP                ,40.712026,-73.998712
1520,JANICO DELI GROCERY INC          ,40.721258,-73.983406
1521,JANIE BAKES LLC                  ,40.797763,-73.944561
1522,JAPAN PREMIUM BEEF INC           ,40.726545,-73.992138
1523,JARABACOA DELI FOOD CORP         ,40.85195,-73.929997
1524,JARS BY DANI INC                 ,40.720793,-73.998425
1525,JAZZ GOURMET AT 106 ST CORP      ,40.798652,-73.96146
1526,MBAYANGA MUSULU                  ,40.748132,-73.988229
1528,JC GOURMET DELI CORP.            ,40.856515,-73.928474
1529,JCK-FOOD INC                     ,40.771923,-73.950044
1530,J&D DELI GROCERY INC             ,40.798466,-73.933607
1531,JENNY CRAIG OPERATIONS INC       ,40.779195,-73.983007
1532,JENNY CRAIG OPERATIONS INC       ,40.774702,-73.956967
1533,JENNY CRAIG OPS INC              ,40.744749,-73.978827
1534,JENNY FOOD CORP                  ,40.806702,-73.950107
1535,JENNIFER ALAN RAM LTD            ,40.756307,-73.997321
1536,JENNY SUSHI INC                  ,40.777738,-73.956855
1537,JESSIES NUTTY CUPS LLC           ,40.796807,-73.945259
1538,JESSIES NUTTY CUPS LLC           ,40.8003,-73.942701
1539,J & F GOURMET DELI CORP          ,40.808977,-73.952048
1540,J&F MEAT MARKET CORP             ,40.833489,-73.941578
1541,JIA JIA 99 & UP INC              ,40.715725,-73.998787
1542,JING RI INC                      ,40.772642,-73.960582
1543,JIN HUI CHENG TRADING INC        ,40.714294,-73.998743
1544,J&J KI INC                       ,40.755948,-73.96465
1545,J&J NEW INC                      ,40.714452,-74.015437
1546,JL GROCERY & TOBACCO INC         ,40.818063,-73.938069
1547,J & M FOOD DELI CORP             ,40.788154,-73.941143
1548,JNJ ROLLS INC                    ,40.748421,-73.976163
1549,JNJ ROLLS INC                    ,40.737181,-74.006485
1550,JNJ ROLLS INC                    ,40.789923,-73.969668
1551,JN NATURAL FRUIT CORP            ,40.729419,-73.981084
1552,JOCHY CAFE CORP                  ,40.864332,-73.923994
1553,JOES GOURMET DELI INC            ,40.798663,-73.96329
1554,JOES GOURMET HEALTH DELI INC     ,40.814804,-73.959118
1555,JOES GROCERY CORP                ,40.803833,-73.94826
1556,SOUTH AFRICAN INC THE            ,40.733229,-74.005336
1557,JORDIS PLACE CORP                ,40.711654,-73.99686
1558,JOSE BRUGAL DELI AND GRILL CORP  ,40.861063,-73.926202
1559,JOSE GROCERY CORP                ,40.830383,-73.943847
1560,JOSEPHS FOOD CORP                ,40.86322,-73.920459
1561,JOSEPHS GOURMET DELI INC         ,40.798663,-73.96329
1562,JOSY J GROCERY INC               ,40.849599,-73.936706
1563,JCS MARKET CORP                  ,40.771565,-73.959265
1564,JP 144 GROCERY CORP              ,40.824677,-73.948016
1565,J&P LOBBY STAND INC              ,40.751272,-74.006769
1566,JOO YOUNG CHUN JS MANAGEMENT     ,40.800917,-73.937849
1567,MANHATTAN GROCERY CORP           ,40.799127,-73.961115
1568,JUANCHI DELI GROCERY CORP        ,40.82276,-73.938146
1569,JUANITOS GROCERY CORP            ,40.864517,-73.923492
1570,99 JOHNS MARKET PLACE INC        ,40.708064,-74.006243
1571,180 MARKETPLACE INC              ,40.778519,-73.988442
1572,447 MARKET INC                   ,40.720357,-74.001059
1573,JUICE PRESS LLC THE              ,40.707301,-74.010996
1574,JUICE PRESS LLC THE              ,40.761332,-73.962185
1575,JUICE PRESS LLC THE              ,40.723459,-73.988887
1576,JUICE PRESS LLC THE              ,40.784756,-73.955966
1577,JUICE PRESS LLC THE              ,40.741083,-73.990584
1578,JUICE PRESS LLC THE              ,40.721803,-74.00983
1579,JUICE PRESS LLC THE              ,40.776564,-73.979405
1580,JUICE PRESS LLC THE              ,40.762662,-73.977257
1581,JUICE PRESS LLC THE              ,40.754589,-73.985608
1582,JUICE PRESS LLC THE              ,40.71477,-74.011001
1583,JUICE PRESS LLC THE              ,40.777124,-73.955212
1584,JUICE PRESS LLC THE              ,40.728444,-74.007128
1585,JUICE PRESS LLC THE              ,40.756199,-73.970474
1586,JUICE PRESS LLC THE              ,40.74378,-73.983806
1587,JUICE PRESS LLC THE              ,40.750671,-73.989853
1588,JUICE PRESS LLC THE              ,40.781574,-73.979472
1589,JUICE PRESS LLC THE              ,40.760084,-73.991422
1590,JUICE PRESS LLC THE              ,40.763624,-73.965074
1591,JUICE PRESS LLC THE              ,40.763489,-73.971492
1592,JUICE PRESS LLC THE              ,40.773742,-73.959776
1593,JUICE PRESS LLC THE              ,40.739148,-74.002644
1594,JUICE PRESS LLC THE              ,40.72977,-73.986787
1595,JUICE PRESS LLC THE              ,40.783587,-73.973311
1596,JUICE PRESS LLC THE              ,40.756122,-73.97895
1597,JUICE PRESS LLC THE              ,40.770406,-73.957185
1598,JUICE PRESS LLC THE              ,40.746066,-73.981981
1599,JUICE PRESS LLC THE              ,40.778096,-73.954394
1600,JUICE PRESS LLC THE              ,40.760291,-73.975537
1601,JUICE PRESS LLC THE              ,40.738936,-73.989812
1602,JUICE PRESS LLC THE              ,40.74071,-73.985913
1603,JUICE PRESS LLC THE              ,40.729846,-74.006906
1604,JUICE PRESS LLC THE              ,40.711113,-74.014718
1605,JUICE PRESS LLC THE              ,40.757506,-73.967017
1606,JUICE PRESS LLC THE              ,40.752231,-73.977916
1607,JUNGS DRIED BEEF INC             ,40.715477,-73.999508
1608,BRANCO&BRANCO 1 INC              ,40.723437,-74.006157
1609,JW MARKET INC                    ,40.729852,-73.999559
1611,JYP SEA & SEA CORP               ,40.811113,-73.952353
1612,K 115 GOURMET INC                ,40.799715,-73.94637
1613,KADIATOU DIALLO                  ,40.818862,-73.937461
1614,MARHABA INTERNATIONAL INC        ,40.742838,-73.982309
1615,SUBNARAIN KAMAL                  ,40.728305,-74.005352
1616,HASSAN FUAD MOHAMED              ,40.722773,-73.976703
1617,KAMUNI CREEK LLC                 ,40.796807,-73.945259
1618,KAMWO MERIDIAN HERB LLC          ,40.718928,-73.996136
1619,KANAN DELI & GRILL CORP          ,40.79572,-73.935633
1620,KARAMA DELI&GROCERY CORP         ,40.82398,-73.949066
1621,KARENS GOODNESS LLC              ,40.796807,-73.945259
1622,KASSIM FOOD MARKET CORP          ,40.82767,-73.945823
1623,KATAGIRI&CO INC                  ,40.761003,-73.965281
1624,KATAGIRI & CO INCORPORATED       ,40.750536,-73.976733
1625,KAY MARKET INC                   ,40.726688,-73.995749
1626,KEES CHOCOLATES LLC              ,40.755761,-73.992205
1627,KEN HING FOOD MARKET INC         ,40.718268,-73.994189
1628,KENYA & JADE MEXICAN STORE CORP  ,40.79756,-73.934268
1629,KETKI LOBBY SHOP INC             ,40.707833,-74.013157
1630,KEUR AA MATY CORP                ,40.813634,-73.944806
1631,KEVIN GROCERY STORE INC          ,40.792433,-73.938782
1632,1239 FOOD CORP                   ,40.843341,-73.938102
1633,1769 CENTRAL FOODS LLC           ,40.781941,-73.94878
1634,HARLEM 421 FOOD CORP             ,40.811994,-73.955066
1635,MARIAM FOOD CORP                 ,40.717008,-73.980267
1636,DANS SUPREME SUPERMARKETS INC    ,40.767496,-73.962232
1637,MANDELL FOOD STORES INC          ,40.724093,-73.984963
1638,GREAT WAY FOODS INC              ,40.853886,-73.933842
1639,JANET FOOD CORP                  ,40.820128,-73.943905
1640,530 FOOD CORP                    ,40.78745,-73.975184
1641,3550 FOOD CORP                   ,40.826847,-73.950026
1642,ROSANNA FOOD CORP                ,40.81713,-73.938563
1643,KHARIAN FOOD CORP                ,40.742686,-73.996662
1644,KHVP INC                         ,40.753963,-73.991741
1645,ITO INC                          ,40.745134,-73.994875
1646,GANADA CORP                      ,40.799258,-73.966963
1647,KIMS FRUIT&VEGETABLE STORE INC   ,40.799233,-73.966602
1648,KING WASHINGTON GROCERY CORP     ,40.849077,-73.936908
1649,KING CHONG FOOD MARKET INC       ,40.717012,-73.990118
1650,KING COLUMBUS GOURMET DELI INC   ,40.79805,-73.963744
1651,FIRST KING GROCERY INC           ,40.799937,-73.952461
1652,KING LEX GOURMET DELI CORP       ,40.79474,-73.94427
1653,KINGS DELI INC                   ,40.84754,-73.933597
1654,KING TOWER DELI CORP             ,40.801457,-73.950002
1655,KIN MAN INC                      ,40.717811,-73.996965
1656,KIN SHING TRADING INC            ,40.718401,-73.99679
1657,K & K CONVENIENCE STORE INC      ,40.746355,-74.000982
1658,K & K FOOD DELI CORP             ,40.711598,-73.994265
1659,KKSA GROCERY INC                 ,40.865108,-73.92189
1660,K L SEAFOOD CORP                 ,40.718659,-73.996648
1662,K MART CORP                      ,40.730928,-73.991353
1663,K&M FISH MARKET INC              ,40.790255,-73.942706
1664,HARRY&STEVE INC                  ,40.732477,-73.981739
1665,K & N DELI GROCERY CORP          ,40.824196,-73.944657
1666,KNK SUSHI INC                    ,40.767427,-73.989801
1668,K&O DELI MEAT GROCERY INC        ,40.797958,-73.937072
1669,KONG WAH BAKERY INC              ,40.71895,-73.996208
1670,KOSHER MARKET PLACE INC THE      ,40.791052,-73.97429
1671,KOSSARS ON GRAND LLC             ,40.716528,-73.988711
1672,KOSSARS & BEYOND LLC             ,40.716528,-73.988711
1673,K &S GOURMET INC                 ,40.823697,-73.943958
1674,MARTE WILLIAM                    ,40.802574,-73.964146
1675,KUNAL GROCERY INC                ,40.713129,-74.008966
1676,KUNG TAO HERBS CORP              ,40.718554,-73.995048
1677,KIM YOUNG CHUN                   ,40.774058,-73.948489
1678,JBV ENTERPRISES INC              ,40.8354,-73.943765
1679,LA BODEGA 193 INC                ,40.857062,-73.927724
1680,LA BODEGUITA DELI GROCERY CORP   ,40.841857,-73.935474
1681,FLORES BENJAMIN                  ,40.794353,-73.939726
1682,LA 2570 GROCERY CORP             ,40.824015,-73.937458
1683,LEXIS LEES SWEETS N TREATS       ,40.805208,-73.94106
1684,LA PARADA GROCERY & MEAT MKT CORP,40.84757,-73.93812
1685,101 LA ESPERANZA SUPERMARKET CORP,40.841898,-73.937341
1686,LA ESQUINA DELI GROCERY INC      ,40.797388,-73.940435
1687,LA FAMILIA MINI GROCERY INC      ,40.86646,-73.924673
1688,LA FORTA LEZA CANDY & GROCERY INC,40.79892,-73.941408
1689,LA HOOKAH CORP                   ,40.866408,-73.920393
1690,LAI LAI MINI MART & DISCOUNT INC ,40.858452,-73.931728
1691,LAITH GROCERY CORP               ,40.820357,-73.955013
1692,LAKABBR FOOD MARKET INC          ,40.767516,-73.98687
1693,EL TAPATIO MEXICAN RESTAURANT INC,40.797663,-73.93935
1694,LALU GROCERY 594 NY INC          ,40.788288,-73.970858
1695,LA LUNA MINI DELI CORP           ,40.847404,-73.937234
1696,LMC 49TH INC                     ,40.775922,-73.962413
1697,LMC 49TH INC                     ,40.758779,-73.978668
1698,LMC 49TH INC                     ,40.763904,-73.974129
1699,LA MARKETA LATINA CORP           ,40.853682,-73.930535
1700,LA MARQUETA AND NYC FOOD CORP    ,40.861528,-73.925091
1701,VELEZ AURELIA                    ,40.797412,-73.944455
1702,LAMAR'S BAGEL EXPRESS CORP       ,40.712621,-73.990287
1703,LAMAZOU INC                      ,40.741203,-73.981419
1704,553 LA MINA SUPERMARKET INC      ,40.833478,-73.943503
1705,LAMINE DELI CORP                 ,40.72329,-73.985546
1707,H&F FRUIT CO INC                 ,40.787682,-73.953839
1708,NEW YS PRADING INC               ,40.7136,-73.99564
1709,LA OAXAQUENA DELI GROCERY INC    ,40.835367,-73.940208
1710,LA PALOMA CANDY & GROCERY INC    ,40.798196,-73.941935
1711,LA PLACITA WASHINGTON HGTS CORP  ,40.84882,-73.934098
1712,LA ROSA FOODS INC                ,40.847156,-73.938164
1713,LA RUBIA DELI CORP               ,40.836756,-73.939197
1714,MAYOL LUCIANO & MALLOL HENRY     ,40.860887,-73.92668
1715,LAST STOP CONVENIENCE CORP       ,40.868195,-73.919456
1716,LOWER EAST SIDE GIRLS CLUB NY INC,40.719429,-73.987755
1717,LATINO GROCERY & CANDY INC       ,40.861261,-73.925669
1718,LA TROPEZIENNE BAKERY INC        ,40.791949,-73.938379
1719,LAUGHING MAN COFFEE&TEA LLC      ,40.717393,-74.01011
1720,LAUGHING MAN COFFEE & TEA LLC    ,40.71436,-74.016515
1721,LAZARO GROCERY STORE CORP        ,40.761196,-73.990627
1722,LEBRON 2015 EQUIPMENT & SUPPLY CO,40.862659,-73.917833
1723,LEE SANG YOUL                    ,40.797713,-73.9402
1724,LEGACY GOURMET DELI CORP         ,40.720801,-73.987051
1725,LENOX 551 DELI GROCERY CORP      ,40.815967,-73.939588
1726,LENOX EXPRESS DELI CORP          ,40.815967,-73.939588
1727,REEHAK CORP                      ,40.813535,-73.94119
1728,LEONARDS MARKET LLC              ,40.770606,-73.957041
1729,LEONEL MINI MARKET INC           ,40.813732,-73.947911
1730,LES 7 DAYS DELI CORP             ,40.723428,-73.985448
1731,LES GOURMET DELI CORP            ,40.713633,-73.987251
1732,LES MINIMART CORP                ,40.719677,-73.987041
1733,LEX & 103 INC                    ,40.790199,-73.94778
1734,LEX34 FRUIT&VEGETABLE CORP       ,40.746415,-73.97972
1735,LEXINGTON HEALTHCARE INC         ,40.788511,-73.948982
1736,KH LEX INC                       ,40.769402,-73.962935
1737,LEXINGTON DELI INC               ,40.781242,-73.954286
1738,LEXINGTON FISH MARKET CORP       ,40.790315,-73.947697
1739,LIA DELI GROCERY CORP            ,40.861917,-73.930059
1740,LIANG JIANG DONGDAI INC          ,40.711654,-73.99686
1741,3900 FOOD CORP                   ,40.837965,-73.941906
1742,LIBERATO GROCERY INC             ,40.850104,-73.931335
1743,PARAS NEW YORK INC               ,40.762557,-73.989622
1744,LIBERTY CALL CNTR & VRTY STRE INC,40.766936,-73.996508
1745,CARMEN ABDELAZIM M               ,40.813776,-73.95598
1746,PST HEALTH LLC                   ,40.760154,-73.97195
1747,LIGHTHOUSE FISH MARKET INC       ,40.814184,-73.948245
1748,CTAC HOLDINGS LLC                ,40.742227,-74.004466
1750,CTAC HOLDINGS LLC                ,40.738112,-74.004183
1751,CTAC HOLDINGS LLC                ,40.72859,-74.000012
1752,LIME TREE MARKET INC             ,40.728193,-73.984875
1753,LINCOLN DELI CORP                ,40.810727,-73.939106
1754,LINCOLN DELI GROCERY INC 1       ,40.810044,-73.937513
1755,522 9TH AVENUE FOOD CORP         ,40.756411,-73.994088
1756,JR LINCOLN PLAZA INC             ,40.771704,-73.98205
1757,LINDATA 99 CENTS INC             ,40.787891,-73.947354
1758,LINDO AMANECER GROCERY CORP      ,40.844508,-73.938905
1759,LINDO DESPERTAR GROCERY CORP     ,40.845034,-73.935053
1760,LITTLE INDIA GROCERY STORE INC   ,40.741721,-73.981041
1761,LITTLE MEXICO MEAT GROCERY INC   ,40.797717,-73.940197
1762,LITTLE M CORP                    ,40.742558,-73.982514
1763,LITTLE QQ SHOP INC               ,40.799649,-73.938764
1764,GIRL IN THE LITTLE RED KITCHEN LL,40.796807,-73.945259
1765,LMC 49TH INC                     ,40.7674,-73.9827
1766,L&M DELICATESSEN CORP            ,40.739303,-73.999129
1767,LM GROCERY CORP                  ,40.820399,-73.943707
1768,MARQUEE MERCHANDISE LLC          ,40.758051,-73.98771
1769,MORRIS LOBEL&SONS INC            ,40.778587,-73.960467
1770,LOBSTER PLACE INC THE            ,40.742227,-74.004466
1771,L&O GROCERY CORP                 ,40.795016,-73.948475
1772,LOMA DELI MARKET INC             ,40.724938,-73.978232
1773,LOME LLC                         ,40.796807,-73.945259
1774,LONDON GROCERY CORP              ,40.748708,-74.003446
1775,LONG XING GROCERY INC            ,40.717589,-73.997281
1776,LOOKS LIKE CANDY LAND CORP       ,40.711947,-73.998038
1777,LOS ALAMOS MEAT & PRODUCE INC    ,40.791082,-73.943528
1778,LOS AMIGOS FOOD CORP             ,40.836987,-73.940135
1779,987 SUPERMARKET INC              ,40.802028,-73.964546
1780,LOS VECINOS MINI MARKET INC      ,40.825601,-73.950916
1781,LOT LESS ON 40TH STREET INC      ,40.754818,-73.988077
1782,LOT LESS ON CHAMBERS STREET INC  ,40.71476,-74.007582
1783,LOT LESS NYC INC                 ,40.715013,-74.005618
1784,LOTTO AND PHOTO CENTER INC       ,40.787682,-73.953839
1785,LIN SISTER HERB SHOP INC         ,40.714205,-73.997482
1786,SIMCHICK MEATS INC               ,40.756569,-73.964183
1787,LUCKY CORNER DELI & PRODUCE INC  ,40.793104,-73.940631
1788,YU GUI WENG & JI CHAO NI         ,40.713561,-73.996117
1789,LUCKY GROCERY USA INC            ,40.716594,-73.992765
1790,LUCKY HESTER CORNER GROCERY STORE,40.7167,-73.993564
1791,RODRIGUEZ JUAN LUIS              ,40.719429,-73.987755
1792,C & F MARKET PLACE CORP          ,40.719429,-73.987755
1793,C&F MARKET PLACE CORP            ,40.719429,-73.987755
1794,LUNA DELI INC                    ,40.824949,-73.951401
1795,LUNA FOOD MARKET CORP            ,40.791668,-73.938585
1796,LUNA GOURMET DELI GROCERY INC    ,40.864546,-73.923414
1797,LUNA GROCERY CORP                ,40.866396,-73.918362
1798,LUNG TONG GINSENG INC            ,40.713623,-73.995372
1799,COCO GARDEN CORP                 ,40.730226,-73.994561
1800,MACOMBS 1 DELI GROCERY INC       ,40.826895,-73.937435
1801,MADE BY PAULINE LLC              ,40.750671,-73.989853
1802,MA DELI GROCERY NY CORP          ,40.72648,-73.98323
1803,MADINA DELI SHOP INC             ,40.7293,-73.983813
1804,MADISON DELI EXPRESS INC         ,40.792812,-73.950092
1805,MADISON OK MARKET INC            ,40.784544,-73.956122
1806,M A FOOD MARKET INC              ,40.785847,-73.976366
1807,MAGD DELI CORP                   ,40.823484,-73.952471
1808,BRIER MARGARET & BRIER DEAN      ,40.796807,-73.945259
1809,MAGHAM DELI CORP                 ,40.72214,-73.97717
1810,MAHALO NEW YORK LLC              ,40.727407,-73.982996
1811,MAHI K INC                       ,40.800268,-73.965852
1812,MAJESTY PROPERTIES INC           ,40.716604,-73.985236
1813,SINGAPORE MALAYSIA BEEF JERKY INC,40.718415,-73.995876
1814,MALCOLM FOOD MARKET CORP         ,40.810765,-73.943385
1815,MALIBA TRADING INC               ,40.805241,-73.950945
1816,ALI MURAD&MIAH SYED K            ,40.719916,-73.988445
1818,MALT&MOLD INC                    ,40.714312,-73.987093
1819,MAMA MARGARITA'S FOOD LTD        ,40.797763,-73.944561
1820,YABAI IBRAHIM M                  ,40.80833,-73.954415
1821,MANHATTAN DELI STORE CORP        ,40.84065,-73.93825
1822,MANHATTAN FARMERS MARKET LLC     ,40.743031,-74.006216
1823,783 MANHATTAN FRUIT EXCHANGE INC ,40.743031,-74.006216
1824,MANHATTAN HAAT BAZAAR INC        ,40.791842,-73.945327
1825,MANHATTAN SEAFOOD INC            ,40.820337,-73.954773
1826,MANHATTAN SMOKE SHOP & CANDY CORP,40.742537,-73.986738
1827,MANHATTANVILLE DELI CORP         ,40.815491,-73.954725
1828,MANHATTAN VILLE DELI GOURMET INC ,40.816468,-73.954027
1829,MANI MARKET PLACE INC            ,40.791422,-73.968561
1830,MANI MINI MARKET INC             ,40.78026,-73.949984
1831,MANUELS FRUITS & VEGETABLES INC  ,40.790392,-73.942609
1832,REYES JUAN MANUEL                ,40.83088,-73.9473
1833,MADISON GOURMET LTD              ,40.772979,-73.964553
1834,MAREB 99C PLUS ENTERPRISES INC   ,40.801597,-73.950079
1835,NABEEL & LAREEN CORP             ,40.805079,-73.951269
1836,MARIBELS SWEETS INC              ,40.723034,-74.002402
1837,MARIEN DELI GROCERY CORP         ,40.801765,-73.9343
1838,MARIH DELI GROCERY INC           ,40.800645,-73.93511
1839,1388 DELI GROCERY INC            ,40.769141,-73.955022
1840,SLOW FOOD LLC                    ,40.71174,-74.012135
1841,MARLENE GROCERY CORP             ,40.866534,-73.918004
1842,MARTE SANTANA                    ,40.850135,-73.931313
1843,MARTIN'S NEWS AND SUNDRY SHOPS IN,40.74203,-73.98714
1845,MARTINS NEWS SHOPS OF NEW YORK IN,40.754153,-73.976907
1846,MARTINS NEWS AND SUNDRY SHOPS INC,40.758779,-73.978668
1847,MARTINS NEWS SHOPS OF NEW YORK   ,40.70366,-74.009653
1848,MARTINS NEWS SHOPS OF NEW YORK IN,40.754153,-73.976907
1849,MARTINS NEWS&SUNDRY SHOPS INC    ,40.720473,-74.01006
1850,MARTINS NEWS & SUNDRY SHOPS INC  ,40.705884,-74.008577
1851,ORTA OLIVARES MARIA F            ,40.854444,-73.929984
1852,FERRER MARIA                     ,40.793621,-73.940253
1853,M&A VARIETY STORE INC            ,40.7513,-73.971662
1854,MAXDELIVERY 2 LLC                ,40.755808,-73.992316
1855,MAX SMOKE SHOP CORP              ,40.799048,-73.962403
1856,MAYIMBE GROCERY CORP             ,40.719766,-73.982929
1857,MAYOL FAMILY MEAT MARKET CORP    ,40.851104,-73.93243
1858,W.I.N.INC                        ,40.718552,-73.999087
1859,MAZZELLA CARL                    ,40.76206,-73.989994
1860,MCNULTYS TEA&COFFEE CO INC       ,40.733271,-74.005062
1861,MC PLACE INC                     ,40.738804,-73.992562
1862,MDK GROCERY CORP                 ,40.841895,-73.937343
1863,MD WEST SIDE GOURMET CORP        ,40.793641,-73.972397
1864,MEADOW MARCHE INC THE            ,40.733955,-74.006245
1865,HT & E COMPANY LTD               ,40.719118,-73.999059
1866,CHIN DAN KWEI&MEE LUN            ,40.715431,-73.997927
1867,MEGA DOLLAR MART INC             ,40.85362,-73.930581
1868,MEISTERDISH INC                  ,40.775259,-73.955541
1869,MELANGE 1ST AVE INC              ,40.76312,-73.959415
1870,MELISSA IS FOOD CORP             ,40.77061,-73.982252
1871,MELTBAKERY INC                   ,40.719753,-73.98939
1872,ME QUICK STOP GROCERY & CANDY STO,40.851689,-73.934963
1873,MERCADITO DEL CIBAO CORP         ,40.835123,-73.943972
1874,1411-6 FRUIT & VEGETABLE CORP    ,40.764856,-73.976825
